PID,POSTTIME,CITY,STATE,MAKE,MODEL,PRICE,YEAR,MILES,URL,TITLE,ATTR,IMGLINK,MESSAGE,PRICEPRED
6213945626,2017-07-10 18:01,sfbay,CA,ford,fusion,10900,2010,56000,https://sfbay.craigslist.org/sby/cto/d/ford-fusion-hybrid/6213945626.html,2010 ford fusion hybrid,VIN: 3FADP0L38AR275061#condition: good#cylinders: 4 cylinders#fuel: hybrid#odometer: 56000#paint color: blue#size: mid-size#title status: clean#transmission: automatic#type: sedan,https://images.craigslist.org/00X0X_9t6ltrBT0lK_600x450.jpg,great condition; 56;000 miles; sync; rear view camera; navigation; power moon roof; light ice blue with light stone interior#$10;900 call#show contact info,10600.8278602
6198635226,2017-07-10 09:00,sfbay,CA,ford,fusion,13500,2016,64000,https://sfbay.craigslist.org/sby/cto/d/ford-fusion-se-awd/6198635226.html,2016 ford fusion se awd,VIN: 3FA6P0T96GR187549#condition: excellent#cylinders: 4 cylinders#drive: 4wd#fuel: gas#odometer: 64000#paint color: grey#size: mid-size#title status: clean#transmission: automatic#type: sedan,https://images.craigslist.org/01111_e0DFmHtQbnp_600x450.jpg,the car is in great condition.  mostly freeway miles.  it was my company car so it had to be serviced every 7;000 miles.  everything works great.  nothing needs repaired.  navigation; leather seats;  heated front seats; 18 premium wheels; 6 speed select shift; new tires; fog lights; 2.0 liter eco boost 4 cylinder engine;  all wheel drive that is great in the rain and snow.  luxury package; large touch screen; sync system; sirius xm satellite.#does not include the roof rack system.#must see the car in person to make an offer.#cash offers by email are not considered.#thank you,13513.4902091
6217161807,2017-07-12 20:45,sfbay,CA,ford,fusion,1000,2007,118600,https://sfbay.craigslist.org/eby/cto/d/ford-fusion-se/6217161807.html,2007 ford fusion se v6,condition: fair#cylinders: 6 cylinders#drive: fwd#fuel: gas#odometer: 118600#paint color: grey#size: mid-size#title status: clean#transmission: automatic#type: sedan,https://images.craigslist.org/00w0w_iAUFqlziUt8_600x450.jpg,great reliable car until recent rear ending. vehicle now has rear bumper and possible tie rod damage. willing to negotiate. kelley blue book value $3300.,3238.41593202
6218611302,2017-07-13 19:56,sfbay,CA,ford,fusion,3500,2010,180000,https://sfbay.craigslist.org/sfc/cto/d/ford-fusion-trade-or-obo/6218611302.html,2010 ford fusion trade or 3500 obo,cylinders: 6 cylinders#fuel: gas#odometer: 180000#paint color: white#title status: clean#transmission: automatic,https://images.craigslist.org/00r0r_llX1Da3ERcl_600x450.jpg,very nice reliable car#pink in hand - parents just gave it to me#needs new windshield#radio doesnt work#interior is ok no rips#willing to trade for suv rv truck w/camper,5159.72314
6174137434,2017-06-28 12:14,sfbay,CA,ford,fusion,15500,2013,45000,https://sfbay.craigslist.org/sby/cto/d/ford-fusion-se-luxury/6174137434.html,2013 ford fusion se luxury edition ecoboost (turbo charged),condition: like new#cylinders: 4 cylinders#drive: fwd#fuel: gas#odometer: 45000#paint color: blue#size: mid-size#title status: clean#transmission: automatic#type: sedan,https://images.craigslist.org/00H0H_dpIM30rPRCp_600x450.jpg,-excellent condition 2013 ford fusion se sedan luxury edition#-tech package#-heated seats#-navigation system#-ford sync#-dual a/c zones#-dual powered front seats#-1.6 l v4 engine#-18 luxury rims#-rear view camera#-rear sensors#-sunroof#-leather seats#-easy fuel capless fuel tank#-satellite radio ready#-keyless keypad entry#-msrp $33;000#-asking $15;500 or best offer#-looking to sell privately; so please; no dealerships#ive taken great care of this car and its definitely worth more than i am asking. i am willing to bring the car to you anywhere in california. feel free to call or text me anytime about the car. i will respond as soon as i can.#my phone number is:#show contact info#buy my car!!!!!!,14416.8990446
6220988242,2017-07-15 11:59,sfbay,CA,ford,fusion,11500,2013,41800,https://sfbay.craigslist.org/sby/cto/d/ford-fusion/6220988242.html,2103 ford fusion,VIN: 3FA6P0G72DR328685#condition: excellent#cylinders: 4 cylinders#drive: fwd#fuel: gas#odometer: 41800#paint color: white#size: full-size#title status: clean#transmission: automatic#type: sedan,https://images.craigslist.org/00W0W_bL4hvpLsHvy_600x450.jpg,a 2013 ford fusion; 4 cylinder car.  the car has under 42;000 miles and has been well maintained. included in the car is a stereo system which contains a cd player; am and fm radio;  bluetooth connection and a touchscreen.  the interior is grey with cup holders in the front and back of the car.,12680.8805323
6219099748,2017-07-14 08:16,sfbay,CA,ford,fusion,5900,2012,111000,https://sfbay.craigslist.org/sby/cto/d/ford-fusion-select/6219099748.html,2012 ford fusion select,condition: good#fuel: gas#odometer: 111000#title status: clean#transmission: automatic,https://images.craigslist.org/00O0O_lNq0bXIuhHx_600x450.jpg,2012 ford fusion select for sale.#just over 110;000 miles; but it is in great condition.#it has lots of features. leather seats; large trunk; a/c blows cold; mp3/bluetooth integration. automatic everything.#i am the third owner and i knew the second owner.#text or email me if you want to view the car.,6328.38620345
6202445795,2017-07-02 19:45,sfbay,CA,ford,fusion,12000,2013,63000,https://sfbay.craigslist.org/sby/cto/d/ford-fusion/6202445795.html,2013 ford fusion 2.0t $12000,VIN: 3FA6POH94DR247511#condition: like new#cylinders: 4 cylinders#drive: fwd#fuel: gas#odometer: 63000#paint color: blue#title status: clean#transmission: automatic#type: sedan,https://images.craigslist.org/00000_8vB5redYdEy_600x450.jpg,-up for sale is a rare 2013 ford fusion 2.0t#-this is truly a clean and original vehicle with a clean title and clean#-the interior and exterior are in good condition and the car runs great with no mechanical issues.#-amazing price for sale!!!!#- all leather seats#- heated front seats#- satellite radio#- hd radio#- microsoft sync with myford#- advanced traction control#- leather trimmed steering wheel#- remote window operation#- fog lights#- airbags everywhere - dash; seat side; curtain; knees...#plus it has the ford ecoboost engine and gets great gas mileage. i rtitle in hand; ready to go!,12351.4455423
6219518952,2017-07-14 12:19,sfbay,CA,ford,fusion,5500,2009,114300,https://sfbay.craigslist.org/eby/cto/d/ford-fusion/6219518952.html,2009 ford fusion,cylinders: 4 cylinders#drive: fwd#fuel: gas#odometer: 114300#paint color: white#size: full-size#title status: clean#transmission: manual#type: sedan,https://images.craigslist.org/00M0M_6feySDiZbIS_600x450.jpg,selling my 2009 ford fusion for $5;500. it is a 4 cylinder with a manual transmission.  it has 114;300 miles. the only issue is that the ac is not working.  otherwise; it runs great.,5348.55980091
6214839538,2017-07-11 10:43,sfbay,CA,ford,fusion,7700,2010,99000,https://sfbay.craigslist.org/pen/cto/d/ford-fusion-se/6214839538.html,ford fusion se  2010,condition: excellent#cylinders: 4 cylinders#fuel: gas#odometer: 99000#paint color: grey#size: compact#title status: clean#transmission: automatic#type: sedan,https://images.craigslist.org/00T0T_9jPS7K1sdwg_600x450.jpg,very nice ford fusion grey color in excellent  conditions.#all services  has been done by ford dealer.#gas saver; 4 cilinders#cd;mp3 radio  with bluetooth  integrated.#radio satlite#sun roof sliding#premium rims with good tires#no accidents#no mechanic problems#no dealers,6661.67562101
